Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Average Salary,Compant Text,Job State,Company Age
Data/Systems Analyst,$51K-$87K (Glassdoor est.),5.0,"Crossfire Consulting Corporation
5.0","New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,69.0,Crossfire Consulting Corporation, NY,-1
Data Analyst,$51K-$87K (Glassdoor est.),4.0,"Reliable Software Resources
4.0","New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,69.0,Reliable Software Resources, NY,18
Data Analyst,$51K-$87K (Glassdoor est.),-1.0,Hyde Leadership Brooklyn,"Brooklyn, NY","Brooklyn, NY",51 to 200 employees,-1,School / School District,-1,-1,Unknown / Non-Applicable,-1,-1,69.0,Hyde Leadership Brooklyn, NY,-1
Data Analyst,$51K-$87K (Glassdoor est.),-1.0,Vertex Intel Systems,"Jersey City, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,69.0,Vertex Intel Systems, NJ,-1
Data Analyst Intern,$51K-$87K (Glassdoor est.),3.6,"My Job Tank
3.6","Jersey City, NJ","New York, NY",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,True,69.0,My Job Tank, NJ,-1
"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$51K-$87K (Glassdoor est.),3.7,"Cowen
3.7","New York, NY","New York, NY",501 to 1000 employees,1918,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),"Jefferies, Piper Sandler, FBR",-1,69.0,Cowen, NY,104
Data Reporting Analyst,$51K-$87K (Glassdoor est.),3.5,"Robert Half
3.5","New York, NY","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,69.0,Robert Half, NY,74
Data Analyst,$51K-$87K (Glassdoor est.),2.8,"FJA-US Inc.
2.8","New York, NY","New York, NY",51 to 200 employees,1994,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),"Ibotta, GutCheck",-1,69.0,FJA-US Inc., NY,28
Data Analyst,$51K-$87K (Glassdoor est.),5.0,"Averity
5.0","New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,69.0,Averity, NY,8
Data Analyst,$51K-$87K (Glassdoor est.),3.8,"Capgemini
3.8","Jersey City, NJ","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",-1,69.0,Capgemini, NJ,55
ERP Data Analyst,$51K-$87K (Glassdoor est.),3.4,"Wildlife Conservation Society
3.4","New York, NY","Bronx, NY",1001 to 5000 employees,1895,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,-1,69.0,Wildlife Conservation Society, NY,127
Data Analyst,$51K-$87K (Glassdoor est.),3.6,"Asembia
3.6","Florham Park, NJ","Florham Park, NJ",501 to 1000 employees,2004,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,-1,69.0,Asembia, NJ,18
Healthcare Data/Reporting Analyst,$51K-$87K (Glassdoor est.),-1.0,Vesta Healthcare,"New York, NY","New York, NY",1 to 50 employees,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,69.0,Vesta Healthcare, NY,4
PBM Data Analyst,$51K-$87K (Glassdoor est.),3.2,"1199SEIU Funds
3.2","New York, NY","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,-1,69.0,1199SEIU Funds, NY,-1
Data Analyst (Temporary Assignment),$59K-$85K (Glassdoor est.),3.8,"Nutrafol
3.8","New York, NY","New York, NY",51 to 200 employees,-1,Other Organization,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1,72.0,Nutrafol, NY,-1
Data Analyst,$59K-$85K (Glassdoor est.),3.5,"New York Life Insurance Co
3.5","New York, NY","New York, NY",10000+ employees,1845,Company - Private,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1,-1,72.0,New York Life Insurance Co, NY,177
Market Data Analyst,$59K-$85K (Glassdoor est.),3.5,"EDP World, Inc.
3.5","New York, NY","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,72.0,"EDP World, Inc.", NY,54
Data Analyst,$59K-$85K (Glassdoor est.),4.1,"Phyton Talent Advisors
4.1","Jersey City, NJ","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,72.0,Phyton Talent Advisors, NJ,-1
Junior Data Analyst,$59K-$85K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,72.0,"Staffigo Technical Services, LLC", NY,14
Microsoft Dynamics CRM Data Analyst,$59K-$85K (Glassdoor est.),3.7,"IBM
3.7","New York, NY","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,72.0,IBM, NY,111
Practice Analyst Data,$59K-$85K (Glassdoor est.),4.0,"Northwell Health
4.0","Manhasset, NY","Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Catholic Health System, NewYork-Presbyterian Hospital",-1,72.0,Northwell Health, NY,25
Buyside - Data Scientist/Research Analyst,$59K-$85K (Glassdoor est.),3.3,"Huxley
3.3","New York, NY","London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,72.0,Huxley, NY,27
Data Analyst - Healthcare Provider Networks and Formularies,$59K-$85K (Glassdoor est.),2.9,"Vericred
2.9","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,72.0,Vericred, NY,7
Electronic Trading Data Analyst,$59K-$85K (Glassdoor est.),3.6,"Scotiabank
3.6","New York, NY","Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),RBC,-1,72.0,Scotiabank, NY,190
"Data Analyst, Center for Developing Brain",$59K-$85K (Glassdoor est.),3.2,"Child Mind Institute
3.2","New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,72.0,Child Mind Institute, NY,13
Data Processing & Performance Analyst,$59K-$85K (Glassdoor est.),3.1,"Balance Innovations
3.1","New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,72.0,Balance Innovations, NY,-1
Business Analyst - Data Analyst,$59K-$85K (Glassdoor est.),3.4,"Asset Staffing
3.4","Newark, NJ","New York, NY",201 to 500 employees,-1,Contract,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,72.0,Asset Staffing, NJ,-1
Data Analyst with Rochade,$59K-$85K (Glassdoor est.),4.0,"Reliable Software Resources
4.0","New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,72.0,Reliable Software Resources, NY,18
Advertising Data Analyst,$59K-$85K (Glassdoor est.),4.3,"Hearst Television, Inc
4.3","New York, NY","Cincinnati, OH",51 to 200 employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),-1,-1,72.0,"Hearst Television, Inc", NY,-1
Product Analyst - Data,$59K-$85K (Glassdoor est.),2.7,"William Hill US
2.7","Jersey City, NJ","London, United Kingdom",10000+ employees,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),Sky Betting & Gaming,True,72.0,William Hill US, NJ,88
Senior Data Analyst,$59K-$85K (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,72.0,Rockstar Games, NY,24
Data Analyst,$59K-$85K (Glassdoor est.),4.4,"ZDAAS
4.4","Brooklyn, NY","Baltimore, MD",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,72.0,ZDAAS, NY,-1
Market Research Data Analyst - Physician Technology,$59K-$85K (Glassdoor est.),3.1,"Decision Resources Group
3.1","New York, NY","Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),"IQVIA, GlobalData",-1,72.0,Decision Resources Group, NY,32
Data Analyst,$59K-$85K (Glassdoor est.),3.0,"Highbridge Consulting LLC
3.0","New York, NY","Pleasantville, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,72.0,Highbridge Consulting LLC, NY,-1
Look ML Data Analyst,$59K-$85K (Glassdoor est.),2.9,"NTT DATA, Inc.
2.9","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,72.0,"NTT DATA, Inc.", NY,-1
Data Collection Analyst,$59K-$85K (Glassdoor est.),3.9,"Columbia University
3.9","New York, NY","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,72.0,Columbia University, NY,84
Data Analyst,$59K-$85K (Glassdoor est.),4.2,"Precision technologies corp
4.2","New York, NY","New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,72.0,Precision technologies corp, NY,14
DATA ENTRY/ BILLING ANALYST,$59K-$85K (Glassdoor est.),3.9,"Cactus Holdings
3.9","Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,72.0,Cactus Holdings, NY,20
Student Persistence Initiative Data Analyst/Scientist,$59K-$85K (Glassdoor est.),4.2,"Cuny Research Foundation
4.2","New York, NY","New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,72.0,Cuny Research Foundation, NY,59
Data Quality Analyst,$59K-$85K (Glassdoor est.),-1.0,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,72.0,SGA Inc., NY,26
Data Governance Analyst,$59K-$85K (Glassdoor est.),5.0,"Crossfire Consulting Corporation
5.0","New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,72.0,Crossfire Consulting Corporation, NY,-1
Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,72.0,Amazon, NY,28
Data Analyst,$59K-$85K (Glassdoor est.),3.4,"Voice
3.4","Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,72.0,Voice, NY,-1
Data Analyst,$59K-$85K (Glassdoor est.),2.9,"NTT DATA, Inc.
2.9","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,72.0,"NTT DATA, Inc.", NY,-1
Data Analyst,$43K-$76K (Glassdoor est.),4.0,"NYU Langone Health
4.0","New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1,59.5,NYU Langone Health, NY,181
Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.6,"HOMETEAM
3.6","New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Honor, HomeHero",-1,59.5,HOMETEAM, NY,9
Data Analyst I - Geriatrics and Palliative Care,$43K-$76K (Glassdoor est.),3.4,"Mount Sinai Health System
3.4","New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,59.5,Mount Sinai Health System, NY,9
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,Monkey Algorithms LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,59.5,Monkey Algorithms LLC, NY,-1
Data Analyst/Rochade,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.
3.3","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,59.5,"Halcyon Solutions, Inc.", NY,30
"Data Analyst, Revenue Analytics",$43K-$76K (Glassdoor est.),3.2,"Roman
3.2","New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),-1,-1,59.5,Roman, NY,-1
Data Analyst,$43K-$76K (Glassdoor est.),3.8,"COUNCIL ON ACCREDITATION
3.8","New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1,59.5,COUNCIL ON ACCREDITATION, NY,45
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,APR Staffing,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,59.5,APR Staffing, NY,-1
"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),3.4,"Mount Sinai Health System
3.4","New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,59.5,Mount Sinai Health System, NY,9
"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),3.2,"Child Mind Institute
3.2","New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,59.5,Child Mind Institute, NY,13
Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),3.2,"COOLSOFT
3.2","Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),-1,-1,59.5,COOLSOFT, NJ,-1
"Analyst, Data Centers Industry",$43K-$76K (Glassdoor est.),3.3,"451 Research
3.3","New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Gartner, Forrester, IDC",-1,59.5,451 Research, NY,22
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,Stark HR Consulting LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,59.5,Stark HR Consulting LLC, NY,-1
Financial - Data Analyst,$43K-$76K (Glassdoor est.),3.8,"Amenity Analytics
3.8","New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,59.5,Amenity Analytics, NY,7
Data Analyst with Data Scanning and Profiling,$43K-$76K (Glassdoor est.),3.3,"Halcyon Solutions, Inc.
3.3","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,59.5,"Halcyon Solutions, Inc.", NY,30
Business Analyst - Data Governance,$43K-$76K (Glassdoor est.),4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,59.5,Rockstar Games, NY,24
Senior Data Analyst - Health Economist,$43K-$76K (Glassdoor est.),2.9,"Vericred
2.9","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,59.5,Vericred, NY,7
Lead Data Insights Analyst,$43K-$76K (Glassdoor est.),-1.0,TapRm,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,59.5,TapRm, NY,-1
Research Analyst (Data Science),$43K-$76K (Glassdoor est.),3.4,"APCO Worldwide
3.4","New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"Edelman, Burson-Marsteller, FleishmanHillard",-1,59.5,APCO Worldwide, NY,38
Data Management Analyst,$43K-$76K (Glassdoor est.),2.5,"Brooklyn Community Services
2.5","Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1,59.5,Brooklyn Community Services, NY,136
Business Analyst / Data Analyst,$43K-$76K (Glassdoor est.),4.4,"Softcom Systems
4.4","Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,59.5,Softcom Systems, NJ,-1
Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),3.9,"Diverse Lynx
3.9","New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,59.5,Diverse Lynx, NY,20
Clinical Data Analyst,$43K-$76K (Glassdoor est.),2.3,"Fair Health
2.3","New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$10 to $25 million (USD),-1,-1,59.5,Fair Health, NY,-1
Sr. Data Profiling Analyst,$43K-$76K (Glassdoor est.),3.6,"UBS
3.6","New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,59.5,UBS, NY,160
"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$43K-$76K (Glassdoor est.),-1.0,"Cowen Group, Inc.","New York, NY","West Hartford, CT",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,59.5,"Cowen Group, Inc.", NY,-1
Data Analyst,$43K-$76K (Glassdoor est.),3.6,"Workforce Logiq
3.6","Haworth, NJ","Orlando, FL",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"Appen, Lionbridge",-1,59.5,Workforce Logiq, NJ,23
Data Analyst,$43K-$76K (Glassdoor est.),3.3,"Cross River Bank
3.3","Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1,59.5,Cross River Bank, NJ,14
"Sr. Data Analyst, Revenue Analytics, Peacock",$43K-$76K (Glassdoor est.),3.8,"NBCUniversal
3.8","New York, NY","New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),-1,-1,59.5,NBCUniversal, NY,116
Senior Data Analyst,$43K-$76K (Glassdoor est.),3.7,"Narrativ
3.7","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,59.5,Narrativ, NY,7
Data Analyst,$43K-$76K (Glassdoor est.),-1.0,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,59.5,CompuForce, NY,-1
Senior Data Analyst - Data Cataloging / Data Profiling,$43K-$76K (Glassdoor est.),3.6,"Perficient
3.6","New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1,59.5,Perficient, NY,24
